Label,Element,Average,STD,Aa,Bb,A,B,Ar,Br,R,C,b,Cr
36594,Fe 238.204,0.395,0.007071067811865481,,,0.4,0.39,,,,,,
36594,Hg 184.887,,,,,,,,,,,,
36594,Hg 194.164,-0.06,0.0282842712474619,,,-0.08,-0.04,,,,,,
36594,K 766.491,1419.19,4.285067093990439,,,1416.16,1422.22,,,,,,
36594,Mg 279.553,60.144999999999996,0.0070710678118640685,,,60.14,60.15,,,,,,
36594,Mg 285.213,60.25,0.09899494936611705,,,60.32,60.18,,,,,,
36594,Mg 383.230,,,,,,,,,,,,
36594,Mn 257.610,0.015,0.007071067811865475,,,0.02,0.01,,,,,,
36594,Mn 346.032,,,,,,,,,,,,
36594,Mo 202.032,0.02,0.0282842712474619,,,0.04,0.0,,,,,,
36594,Mo 204.598,0.10500000000000001,0.03535533905932738,,,0.08,0.13,,,,,,
36594,Mo 313.259,0.04,0.014142135623730954,,,0.03,0.05,,,,,,
36594,Na 588.995,1033.845,3.273904396893792,,,1036.16,1031.53,,,,,,
36594,Na 589.592,1056.01,2.8708535316173447,,,1058.04,1053.98,,,,,,
36594,Ni 225.385,0.02,0.08485281374238571,,,-0.04,0.08,,,,,,
36594,Ni 227.877,-0.5900000000000001,0.09899494936611666,,,-0.52,-0.66,,,,,,
36594,P 213.618,81.955,0.13435028842544242,,,82.05,81.86,,,,,,
36594,P 215.294,,,,,,,,,,,,
36594,P 255.491,,,,,,,,,,,,
36594,Pb 220.353,0.09,0.08485281374238571,,,0.15,0.03,,,,,,
36594,Pb 266.315,,,,,,,,,,,,
36594,Pb 363.957,,,,,,,,,,,,
36594,Sb 206.834,0.010000000000000002,0.09899494936611666,,,0.08,-0.06,,,,,,
36594,Si 251.611,3.31,0.0,,,3.31,3.31,,,,,,
36594,Sn 189.925,0.585,0.10606601717798214,,,0.66,0.51,,,,,,
36594,Ti 336.122,0.08499999999999999,0.007071067811865472,,,0.09,0.08,,,,,,
36594,V 319.068,-0.02,0.01414213562373095,,,-0.03,-0.01,,,,,,
36594,Zn 213.857,2.5549999999999997,0.007071067811865638,,,2.55,2.56,,,,,,
36594,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
36595,Ag 328.068,,,,,,,,,,,,
36595,Al 308.215,1.605,0.06363961030678918,,,1.65,1.56,,,,,,
36595,As 188.980,,,,,,,,,,,,
36595,As 193.696,-0.015,0.06363961030678927,,,0.03,-0.06,,,,,,
36595,B 249.772,0.005,0.007071067811865475,,,0.0,0.01,,,,,,
36595,Ca 422.673,254.805,2.439518395093561,,,253.08,256.53,,,,,,
36595,Ca 430.253,268.98,1.7253405460951743,,,267.76,270.2,,,,,,
36595,Ca 643.907,,,,,,,,,,,,
36595,Cd 214.439,0.0,0.0,,,0.0,0.0,,,,,,
36595,Co 231.497,0.115,0.16263455967290594,,,0.23,0.0,,,,,,
36595,Co 258.033,-0.04,0.014142135623730954,,,-0.05,-0.03,,,,,,
36595,Cr 266.602,-0.015000000000000003,0.07778174593052024,,,0.04,-0.07,,,,,,
36595,Cr 267.716,0.055,0.007071067811865472,,,0.05,0.06,,,,,,
36595,Cr 357.868,0.0,0.01414213562373095,,,-0.01,0.01,,,,,,
36595,Cu 324.754,0.015,0.007071067811865475,,,0.02,0.01,,,,,,
36595,Cu 327.395,0.03,0.01414213562373095,,,0.04,0.02,,,,,,
36595,Fe 238.204,4.355,0.03535533905932725,,,4.33,4.38,,,,,,
36595,Hg 184.887,,,,,,,,,,,,
36595,Hg 194.164,-0.024999999999999998,0.049497474683058325,,,0.01,-0.06,,,,,,
36595,K 766.491,1277.295,12.5370032304375,,,1268.43,1286.16,,,,,,
36595,Mg 279.553,54.965,0.5727564927611001,,,54.56,55.37,,,,,,
36595,Mg 285.213,55.019999999999996,0.49497474683058024,,,54.67,55.37,,,,,,
36595,Mg 383.230,,,,,,,,,,,,
36595,Mn 257.610,0.03,0.0,,,0.03,0.03,,,,,,
36595,Mn 346.032,,,,,,,,,,,,
36595,Mo 202.032,0.04,0.0,,,0.04,0.04,,,,,,
36595,Mo 204.598,0.175,0.06363961030678927,,,0.22,0.13,,,,,,
36595,Mo 313.259,0.095,0.03535533905932737,,,0.12,0.07,,,,,,
36595,Na 588.995,1066.095,9.058037866999635,,,1059.69,1072.5,,,,,,
36595,Na 589.592,1091.54,10.507606768432186,,,1084.11,1098.97,,,,,,
36595,Ni 225.385,-0.02,0.08485281374238571,,,0.04,-0.08,,,,,,
36595,Ni 227.877,-0.475,0.007071067811865481,,,-0.47,-0.48,,,,,,
36595,P 213.618,54.815,0.23334523779155947,,,54.65,54.98,,,,,,
36595,P 215.294,,,,,,,,,,,,
36595,P 255.491,,,,,,,,,,,,
36595,Pb 220.353,0.14500000000000002,0.021213203435596427,,,0.16,0.13,,,,,,
36595,Pb 266.315,,,,,,,,,,,,
36595,Pb 363.957,,,,,,,,,,,,
36595,Sb 206.834,0.145,0.049497474683058325,,,0.18,0.11,,,,,,
36595,Si 251.611,5.1899999999999995,0.15556349186104027,,,5.08,5.3,,,,,,
36595,Sn 189.925,-0.03,0.21213203435596426,,,0.12,-0.18,,,,,,
36595,Ti 336.122,0.06,0.0,,,0.06,0.06,,,,,,
36595,V 319.068,-0.005,0.021213203435596427,,,0.01,-0.02,,,,,,
36595,Zn 213.857,0.715,0.007071067811865481,,,0.71,0.72,,,,,,
36595,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
36596,Ag 328.068,,,,,,,,,,,,
36596,Al 308.215,2.45,0.028284271247461926,,,2.43,2.47,,,,,,
36596,As 188.980,,,,,,,,,,,,
36596,As 193.696,0.185,0.13435028842544405,,,0.09,0.28,,,,,,
36596,B 249.772,0.045,0.007071067811865477,,,0.04,0.05,,,,,,
36596,Ca 422.673,413.905,0.4737615433949981,,,414.24,413.57,,,,,,
36596,Ca 430.253,437.55,0.7071067811865476,,,438.05,437.05,,,,,,
36596,Ca 643.907,,,,,,,,,,,,
36596,Cd 214.439,0.005,0.007071067811865475,,,0.01,0.0,,,,,,
36596,Co 231.497,0.21500000000000002,0.07778174593052024,,,0.27,0.16,,,,,,
36596,Co 258.033,0.01,0.0,,,0.01,0.01,,,,,,
36596,Cr 266.602,-0.04,0.0565685424949238,,,-0.08,0.0,,,,,,
36596,Cr 267.716,0.04,0.0,,,0.04,0.04,,,,,,
36596,Cr 357.868,0.035,0.10606601717798214,,,-0.04,0.11,,,,,,
36596,Cu 324.754,0.035,0.007071067811865477,,,0.03,0.04,,,,,,
36596,Cu 327.395,0.03,0.0,,,0.03,0.03,,,,,,
36596,Fe 238.204,4.73,0.028284271247461926,,,4.71,4.75,,,,,,
36596,Hg 184.887,,,,,,,,,,,,
36596,Hg 194.164,0.005000000000000001,0.04949747468305833,,,0.04,-0.03,,,,,,
36596,K 766.491,2012.135,0.049497474683174086,,,2012.1,2012.17,,,,,,
36596,Mg 279.553,84.32,0.2687005768508949,,,84.51,84.13,,,,,,
36596,Mg 285.213,85.55,0.11313708498984519,,,85.63,85.47,,,,,,
36596,Mg 383.230,,,,,,,,,,,,
36596,Mn 257.610,0.04,0.0,,,0.04,0.04,,,,,,
36596,Mn 346.032,,,,,,,,,,,,
36596,Mo 202.032,0.045,0.021213203435596427,,,0.03,0.06,,,,,,
36596,Mo 204.598,0.11,0.0,,,0.11,0.11,,,,,,
36596,Mo 313.259,0.17,0.12727922061357855,,,0.26,0.08,,,,,,
36596,Na 588.995,1558.425,8.308504678941933,,,1564.3,1552.55,,,,,,
36596,Na 589.592,1617.33,9.277240969167586,,,1623.89,1610.77,,,,,,
36596,Ni 225.385,0.125,0.13435028842544403,,,0.03,0.22,,,,,,
36596,Ni 227.877,-0.43,0.028284271247461926,,,-0.41,-0.45,,,,,,
36596,P 213.618,99.245,0.007071067811869092,,,99.25,99.24,,,,,,
36596,P 215.294,,,,,,,,,,,,
36596,P 255.491,,,,,,,,,,,,
36596,Pb 220.353,-0.005000000000000001,0.04949747468305833,,,0.03,-0.04,,,,,,
36596,Pb 266.315,,,,,,,,,,,,
36596,Pb 363.957,,,,,,,,,,,,
36596,Sb 206.834,0.195,0.16263455967290594,,,0.08,0.31,,,,,,
36596,Si 251.611,6.16,0.05656854249492385,,,6.12,6.2,,,,,,
36596,Sn 189.925,0.185,0.27577164466275356,,,-0.01,0.38,,,,,,
36596,Ti 336.122,0.08,0.0,,,0.08,0.08,,,,,,
36596,V 319.068,-0.01,0.01414213562373095,,,0.0,-0.02,,,,,,
36596,Zn 213.857,0.20500000000000002,0.007071067811865462,,,0.21,0.2,,,,,,
36596,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70346 r,Ag 328.068,,,,,,,,,,,,
70346 r,Al 308.215,,,,,,,,,,,,
70346 r,As 188.980,,,,,,,,,,,,
70346 r,As 193.696,,,,,,,,,,,,
70346 r,B 249.772,,,,,,,,,,,,
70346 r,Ca 422.673,,,,,,,,,,,,
70346 r,Ca 430.253,,,,,,,,,,,,
70346 r,Ca 643.907,,,,,,,,,,,,
70346 r,Cd 214.439,,,,,,,,,,,,
70346 r,Co 231.497,,,,,,,,,,,,
70346 r,Co 258.033,,,,,,,,,,,,
70346 r,Cr 266.602,,,,,,,,,,,,
70346 r,Cr 267.716,,,,,,,,,,,,
70346 r,Cr 357.868,,,,,,,,,,,,
70346 r,Cu 324.754,,,,,,,,,,,,
70346 r,Cu 327.395,,,,,,,,,,,,
70346 r,Fe 238.204,,,,,,,,,,,,
70346 r,Hg 184.887,,,,,,,,,,,,
70346 r,Hg 194.164,,,,,,,,,,,,
70346 r,K 766.491,,,,,,,,,,,,
70346 r,Mg 279.553,,,,,,,,,,,,
70346 r,Mg 285.213,,,,,,,,,,,,
70346 r,Mg 383.230,,,,,,,,,,,,
70346 r,Mn 257.610,,,,,,,,,,,,
70346 r,Mn 346.032,,,,,,,,,,,,
70346 r,Mo 202.032,,,,,,,,,,,,
70346 r,Mo 204.598,,,,,,,,,,,,
70346 r,Mo 313.259,,,,,,,,,,,,
70346 r,Na 588.995,,,,,,,,,,,,
70346 r,Na 589.592,,,,,,,,,,,,
70346 r,Ni 225.385,,,,,,,,,,,,
70346 r,Ni 227.877,,,,,,,,,,,,
70346 r,P 213.618,,,,,,,,,,,,
70346 r,P 215.294,,,,,,,,,,,,
70346 r,P 255.491,,,,,,,,,,,,
70346 r,Pb 220.353,,,,,,,,,,,,
70346 r,Pb 266.315,,,,,,,,,,,,
70346 r,Pb 363.957,,,,,,,,,,,,
70346 r,Sb 206.834,,,,,,,,,,,,
70346 r,Si 251.611,,,,,,,,,,,,
70346 r,Sn 189.925,,,,,,,,,,,,
70346 r,Ti 336.122,,,,,,,,,,,,
70346 r,V 319.068,,,,,,,,,,,,
70346 r,Zn 213.857,,,,,,,,,,,,
70346 r,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
101826,Ag 328.068,,,,,,,,,,,,
101826,Al 308.215,1.82,0.5939696961967001,,,1.4,2.24,,,,,,
101826,As 188.980,,,,,,,,,,,,
101826,As 193.696,0.535,0.10606601717798211,,,0.46,0.61,,,,,,
101826,B 249.772,0.0,0.0565685424949238,,,-0.04,0.04,,,,,,
101826,Ca 422.673,3169.4049999999997,256.63026409603356,,,2987.94,3350.87,,,,,,
101826,Ca 430.253,3384.59,284.8084693263177,,,3183.2,3585.98,,,,,,
101826,Ca 643.907,,,,,,,,,,,,
101826,Cd 214.439,0.02,0.0,,,0.02,0.02,,,,,,
101826,Co 231.497,0.4,0.11313708498984758,,,0.32,0.48,,,,,,
101826,Co 258.033,0.13,0.042426406871192854,,,0.1,0.16,,,,,,
101826,Cr 266.602,0.47500000000000003,0.6293250352560273,,,0.03,0.92,,,,,,
101826,Cr 267.716,0.615,0.6858935777509512,,,0.13,1.1,,,,,,
101826,Cr 357.868,0.8500000000000001,0.6505382386916237,,,0.39,1.31,,,,,,
101826,Cu 324.754,0.18,0.05656854249492379,,,0.14,0.22,,,,,,
101826,Cu 327.395,0.125,0.04949747468305833,,,0.09,0.16,,,,,,
101826,Fe 238.204,2.625,1.3788582233137678,,,1.65,3.6,,,,,,
101826,Hg 184.887,,,,,,,,,,,,
101826,Hg 194.164,0.135,0.16263455967290594,,,0.25,0.02,,,,,,
101826,K 766.491,156.3,10.606601717798213,,,148.8,163.8,,,,,,
101826,Mg 279.553,30.555,2.382949852598666,,,28.87,32.24,,,,,,
101826,Mg 285.213,30.395,2.4819448019647803,,,28.64,32.15,,,,,,
101826,Mg 383.230,,,,,,,,,,,,
101826,Mn 257.610,0.44999999999999996,0.05656854249492382,,,0.41,0.49,,,,,,
101826,Mn 346.032,,,,,,,,,,,,
101826,Mo 202.032,-0.09,0.014142135623730954,,,-0.1,-0.08,,,,,,
101826,Mo 204.598,0.18,0.02828427124746191,,,0.2,0.16,,,,,,
101826,Mo 313.259,0.15,0.08485281374238571,,,0.21,0.09,,,,,,
101826,Na 588.995,924.4300000000001,78.40399989796438,,,868.99,979.87,,,,,,
101826,Na 589.592,942.78,79.98791908782226,,,886.22,999.34,,,,,,
101826,Ni 225.385,0.375,0.47376154339498683,,,0.04,0.71,,,,,,
101826,Ni 227.877,-0.65,0.5232590180780452,,,-1.02,-0.28,,,,,,
101826,P 213.618,3.6,0.14142135623730964,,,3.7,3.5,,,,,,
101826,P 215.294,,,,,,,,,,,,
101826,P 255.491,,,,,,,,,,,,
101826,Pb 220.353,0.0049999999999999975,0.12020815280171307,,,0.09,-0.08,,,,,,
101826,Pb 266.315,,,,,,,,,,,,
101826,Pb 363.957,,,,,,,,,,,,
101826,Sb 206.834,0.595,0.1909188309203678,,,0.46,0.73,,,,,,
101826,Si 251.611,6.49,1.4142135623730951,,,5.49,7.49,,,,,,
101826,Sn 189.925,0.165,0.13435028842544403,,,0.07,0.26,,,,,,
101826,Ti 336.122,0.185,0.14849242404917495,,,0.08,0.29,,,,,,
101826,V 319.068,-0.065,0.007071067811865481,,,-0.07,-0.06,,,,,,
101826,Zn 213.857,0.195,0.1202081528017131,,,0.11,0.28,,,,,,
101826,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
101827,Ag 328.068,,,,,,,,,,,,
101827,Al 308.215,2.195,0.1767766952966369,,,2.07,2.32,,,,,,
101827,As 188.980,,,,,,,,,,,,
101827,As 193.696,0.085,0.06363961030678927,,,0.13,0.04,,,,,,
101827,B 249.772,-0.055,0.007071067811865472,,,-0.06,-0.05,,,,,,
101827,Ca 422.673,2105.4700000000003,21.764746724922073,,,2090.08,2120.86,,,,,,
101827,Ca 430.253,2249.7650000000003,15.224008998946509,,,2239.0,2260.53,,,,,,
101827,Ca 643.907,,,,,,,,,,,,
101827,Cd 214.439,0.005,0.007071067811865475,,,0.01,0.0,,,,,,
101827,Co 231.497,0.245,0.04949747468305835,,,0.28,0.21,,,,,,
101827,Co 258.033,-0.015,0.021213203435596427,,,-0.03,0.0,,,,,,
101827,Cr 266.602,-0.03,0.01414213562373095,,,-0.04,-0.02,,,,,,
101827,Cr 267.716,0.10500000000000001,0.03535533905932738,,,0.08,0.13,,,,,,
101827,Cr 357.868,0.36,0.09899494936611666,,,0.29,0.43,,,,,,
101827,Cu 324.754,0.11,0.014142135623730944,,,0.12,0.1,,,,,,
101827,Cu 327.395,0.075,0.06363961030678927,,,0.12,0.03,,,,,,
101827,Fe 238.204,1.31,0.12727922061357852,,,1.22,1.4,,,,,,
101827,Hg 184.887,,,,,,,,,,,,
101827,Hg 194.164,-0.06,0.0282842712474619,,,-0.08,-0.04,,,,,,
101827,K 766.491,219.675,1.8172644276494423,,,218.39,220.96,,,,,,
101827,Mg 279.553,63.555,0.21920310216783134,,,63.4,63.71,,,,,,
101827,Mg 285.213,63.68,0.2545584412271567,,,63.5,63.86,,,,,,
101827,Mg 383.230,,,,,,,,,,,,
101827,Mn 257.610,0.305,0.007071067811865481,,,0.3,0.31,,,,,,
101827,Mn 346.032,,,,,,,,,,,,
101827,Mo 202.032,0.020000000000000004,0.07071067811865477,,,-0.03,0.07,,,,,,
101827,Mo 204.598,0.045000000000000005,0.03535533905932738,,,0.02,0.07,,,,,,
101827,Mo 313.259,0.030000000000000002,0.05656854249492381,,,0.07,-0.01,,,,,,
101827,Na 588.995,1554.435,9.510586206959097,,,1547.71,1561.16,,,,,,
101827,Na 589.592,1590.62,10.63488598904581,,,1583.1,1598.14,,,,,,
101827,Ni 225.385,0.41500000000000004,0.16263455967290597,,,0.53,0.3,,,,,,
101827,Ni 227.877,0.07999999999999999,0.2262741699796952,,,-0.08,0.24,,,,,,
101827,P 213.618,1.98,0.12727922061357852,,,2.07,1.89,,,,,,
101827,P 215.294,,,,,,,,,,,,
101827,P 255.491,,,,,,,,,,,,
101827,Pb 220.353,-0.105,0.06363961030678927,,,-0.15,-0.06,,,,,,
101827,Pb 266.315,,,,,,,,,,,,
101827,Pb 363.957,,,,,,,,,,,,
101827,Sb 206.834,0.265,0.3323401871576773,,,0.03,0.5,,,,,,
101827,Si 251.611,7.359999999999999,0.9192388155425116,,,6.71,8.01,,,,,,
101827,Sn 189.925,0.5,0.2262741699796952,,,0.34,0.66,,,,,,
101827,Ti 336.122,0.22499999999999998,0.10606601717798213,,,0.15,0.3,,,,,,
101827,V 319.068,-0.025,0.06363961030678927,,,-0.07,0.02,,,,,,
101827,Zn 213.857,1.1099999999999999,0.5374011537017761,,,1.49,0.73,,,,,,
101827,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
36577,Ag 328.068,,,,,,,,,,,,
36577,Al 308.215,608.575,37.37059338570905,,,582.15,635.0,,,,,,
36577,As 188.980,,,,,,,,,,,,
36577,As 193.696,7.445,1.9586857838867369,,,6.06,8.83,,,,,,
36577,B 249.772,24.92,0.48083261120685467,,,25.26,24.58,,,,,,
36577,Ca 422.673,14031.005000000001,333.50691334663486,,,13795.18,14266.83,,,,,,
36577,Ca 430.253,14968.220000000001,384.59537828736296,,,14696.27,15240.17,,,,,,
36577,Ca 643.907,,,,,,,,,,,,
36577,Cd 214.439,0.145,0.049497474683058325,,,0.18,0.11,,,,,,
36577,Co 231.497,138.06,2.6870057685088886,,,139.96,136.16,,,,,,
36577,Co 258.033,129.79500000000002,0.0494974746830736,,,129.83,129.76,,,,,,
36577,Cr 266.602,9.54,0.08485281374238515,,,9.6,9.48,,,,,,
36577,Cr 267.716,17.09,0.8343860018001259,,,16.5,17.68,,,,,,
36577,Cr 357.868,17.33,1.0040916292848963,,,18.04,16.62,,,,,,
36577,Cu 324.754,25.655,1.3788582233137672,,,24.68,26.63,,,,,,
36577,Cu 327.395,24.689999999999998,0.5939696961966998,,,25.11,24.27,,,,,,
36577,Fe 238.204,2440.19,38.43832462530049,,,2413.01,2467.37,,,,,,
36577,Hg 184.887,,,,,,,,,,,,
36577,Hg 194.164,2.755,0.7566042558696058,,,2.22,3.29,,,,,,
36577,K 766.491,51068.42,376.16666545562185,,,50802.43,51334.41,,,,,,
36577,Mg 279.553,4762.805,44.05982353573406,,,4731.65,4793.96,,,,,,
36577,Mg 285.213,4784.135,49.405550801504,,,4749.2,4819.07,,,,,,
36577,Mg 383.230,,,,,,,,,,,,
36577,Mn 257.610,251.995,0.24748737341528762,,,251.82,252.17,,,,,,
36577,Mn 346.032,,,,,,,,,,,,
36577,Mo 202.032,14.935,0.657609306503489,,,15.4,14.47,,,,,,
36577,Mo 204.598,14.415,1.4778531726798856,,,13.37,15.46,,,,,,
36577,Mo 313.259,16.009999999999998,2.616295090390225,,,17.86,14.16,,,,,,
36577,Na 588.995,1178.15,113.06637431172885,,,1098.2,1258.1,,,,,,
36577,Na 589.592,1287.455,74.01286678679598,,,1235.12,1339.79,,,,,,
36577,Ni 225.385,124.38499999999999,0.19091883092036502,,,124.52,124.25,,,,,,
36577,Ni 227.877,101.79,0.8626702730475871,,,102.4,101.18,,,,,,
36577,P 213.618,8636.125,25.56191013989472,,,8654.2,8618.05,,,,,,
36577,P 215.294,,,,,,,,,,,,
36577,P 255.491,,,,,,,,,,,,
36577,Pb 220.353,-1.87,2.291025971044414,,,-0.25,-3.49,,,,,,
36577,Pb 266.315,,,,,,,,,,,,
36577,Pb 363.957,,,,,,,,,,,,
36577,Sb 206.834,5.155,14.248201640908931,,,-4.92,15.23,,,,,,
36577,Si 251.611,7761.139999999999,1317.141943451806,,,6829.78,8692.5,,,,,,
36577,Sn 189.925,-6.005,5.055813485483815,,,-2.43,-9.58,,,,,,
36577,Ti 336.122,21.05,1.6404877323527904,,,19.89,22.21,,,,,,
36577,V 319.068,1.035,0.954594154601839,,,1.71,0.36,,,,,,
36577,Zn 213.857,129.68,4.171930009000625,,,126.73,132.63,,,,,,
36577,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
36578,Ag 328.068,,,,,,,,,,,,
36578,Al 308.215,602.86,0.3252691193458376,,,603.09,602.63,,,,,,
36578,As 188.980,,,,,,,,,,,,
36578,As 193.696,8.120000000000001,2.022325394193526,,,9.55,6.69,,,,,,
36578,B 249.772,23.085,0.38890872965260165,,,22.81,23.36,,,,,,
36578,Ca 422.673,13978.625,468.5784506888882,,,13647.29,14309.96,,,,,,
36578,Ca 430.253,14900.91,465.2338356138762,,,14571.94,15229.88,,,,,,
36578,Ca 643.907,,,,,,,,,,,,
36578,Cd 214.439,0.5549999999999999,0.06363961030678926,,,0.51,0.6,,,,,,
36578,Co 231.497,56.685,0.1767766952966369,,,56.56,56.81,,,,,,
36578,Co 258.033,50.255,0.12020815280171429,,,50.17,50.34,,,,,,
36578,Cr 266.602,14.995000000000001,7.332697320904497,,,9.81,20.18,,,,,,
36578,Cr 267.716,21.145,7.969093423972391,,,15.51,26.78,,,,,,
36578,Cr 357.868,20.145,9.779286783809951,,,13.23,27.06,,,,,,
36578,Cu 324.754,24.395000000000003,1.5768481220460013,,,23.28,25.51,,,,,,
36578,Cu 327.395,25.285,2.170817818242701,,,23.75,26.82,,,,,,
36578,Fe 238.204,2520.14,83.3537473662703,,,2461.2,2579.08,,,,,,
36578,Hg 184.887,,,,,,,,,,,,
36578,Hg 194.164,1.265,1.7748380207782344,,,0.01,2.52,,,,,,
36578,K 766.491,54681.95,574.0575692384895,,,54276.03,55087.87,,,,,,
36578,Mg 279.553,4869.79,106.54684978918918,,,4794.45,4945.13,,,,,,
36578,Mg 285.213,4888.719999999999,90.25510955065116,,,4824.9,4952.54,,,,,,
36578,Mg 383.230,,,,,,,,,,,,
36578,Mn 257.610,218.61,6.915504320004436,,,213.72,223.5,,,,,,
36578,Mn 346.032,,,,,,,,,,,,
36578,Mo 202.032,8.559999999999999,0.2828427124746193,,,8.76,8.36,,,,,,
36578,Mo 204.598,9.415,1.3081475451951126,,,8.49,10.34,,,,,,
36578,Mo 313.259,7.91,0.7636753236814707,,,7.37,8.45,,,,,,
36578,Na 588.995,1001.0550000000001,25.957889937358104,,,982.7,1019.41,,,,,,
36578,Na 589.592,1117.9250000000002,31.841018356830215,,,1095.41,1140.44,,,,,,
36578,Ni 225.385,61.620000000000005,7.11349421873667,,,56.59,66.65,,,,,,
36578,Ni 227.877,45.575,4.560838738653229,,,48.8,42.35,,,,,,
36578,P 213.618,8792.69,228.0560790682856,,,8631.43,8953.95,,,,,,
36578,P 215.294,,,,,,,,,,,,
36578,P 255.491,,,,,,,,,,,,
36578,Pb 220.353,-2.5300000000000002,1.9516147160748714,,,-1.15,-3.91,,,,,,
36578,Pb 266.315,,,,,,,,,,,,
36578,Pb 363.957,,,,,,,,,,,,
36578,Sb 206.834,9.185,5.3810826048296265,,,5.38,12.99,,,,,,
36578,Si 251.611,8456.945,13.399673503485591,,,8447.47,8466.42,,,,,,
36578,Sn 189.925,-9.98,0.1131370849898477,,,-10.06,-9.9,,,,,,
36578,Ti 336.122,22.77,0.6222539674441636,,,23.21,22.33,,,,,,
36578,V 319.068,0.24999999999999994,1.2586500705120545,,,1.14,-0.64,,,,,,
36578,Zn 213.857,125.815,6.399316369738253,,,121.29,130.34,,,,,,
36578,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
98715,Ag 328.068,,,,,,,,,,,,
98715,Al 308.215,60.49333333333333,9.634860317271514,,,56.74,53.3,,,60.49333333333333,71.44,,
98715,As 188.980,,,,,,,,,,,,
98715,As 193.696,35.71333333333333,10.763244554191514,,,41.62,23.29,,,35.71333333333333,42.23,,
98715,B 249.772,86.31333333333333,16.374242985046155,,,96.58,67.43,,,86.31333333333333,94.93,,
98715,Ca 422.673,4140.136666666666,659.2722732174722,,,4532.67,3379.0,,,4140.136666666666,4508.74,,
98715,Ca 430.253,4394.056666666666,704.5365559240579,,,4806.0,3580.55,,,4394.056666666666,4795.62,,
98715,Ca 643.907,,,,,,,,,,,,
98715,Cd 214.439,-0.13,0.08717797887081348,,,-0.03,-0.17,,,-0.13,-0.19,,
98715,Co 231.497,6.5200000000000005,1.6250230767592193,,,4.9,8.15,,,6.5200000000000005,6.51,,
98715,Co 258.033,1.07,1.5761027885261798,,,1.23,-0.58,,,1.07,2.56,,
98715,Cr 266.602,1.3933333333333333,1.876494959581116,,,0.29,0.33,,,1.3933333333333333,3.56,,
98715,Cr 267.716,3.936666666666667,0.8008953323208555,,,3.43,3.52,,,3.936666666666667,4.86,,
98715,Cr 357.868,4.53,1.0859558002055147,,,3.32,4.85,,,4.53,5.42,,
98715,Cu 324.754,0.5233333333333333,0.3611555528208494,,,0.6,0.13,,,0.5233333333333333,0.84,,
98715,Cu 327.395,1.26,0.5965735495309862,,,1.21,0.69,,,1.26,1.88,,
98715,Fe 238.204,116.21999999999998,17.07472108117728,,,122.11,96.98,,,116.21999999999998,129.57,,
98715,Hg 184.887,,,,,,,,,,,,
98715,Hg 194.164,0.08333333333333341,1.3021648641141157,,,1.08,-1.39,,,0.08333333333333341,0.56,,
98715,K 766.491,52680.85666666667,9399.59613358645,,,58345.73,41830.67,,,52680.85666666667,57866.17,,
98715,Mg 279.553,4150.946666666667,697.7747824573007,,,4557.95,3345.24,,,4150.946666666667,4549.65,,
98715,Mg 285.213,4192.656666666667,718.2079703215034,,,4617.76,3363.43,,,4192.656666666667,4596.78,,
98715,Mg 383.230,,,,,,,,,,,,
98715,Mn 257.610,29.763333333333335,3.7047312093232003,,,32.2,25.5,,,29.763333333333335,31.59,,
98715,Mn 346.032,,,,,,,,,,,,
98715,Mo 202.032,-0.2066666666666667,1.1159898446371872,,,-1.25,0.97,,,-0.2066666666666667,-0.34,,
98715,Mo 204.598,1.8233333333333335,1.6254947964645514,,,1.24,0.57,,,1.8233333333333335,3.66,,
98715,Mo 313.259,3.5933333333333337,2.1468659327804644,,,5.79,3.49,,,3.5933333333333337,1.5,,
98715,Na 588.995,16854.033333333333,2996.0195270781087,,,18681.14,13396.39,,,16854.033333333333,18484.57,,
98715,Na 589.592,17258.18,2962.7363861302283,,,19058.61,13838.71,,,17258.18,18877.22,,
98715,Ni 225.385,4.86,5.089292681699492,,,2.94,10.63,,,4.86,1.01,,
98715,Ni 227.877,-11.766666666666666,1.0661300733650338,,,-11.71,-10.73,,,-11.766666666666666,-12.86,,
98715,P 213.618,346.68333333333334,58.61390307199592,,,372.38,279.61,,,346.68333333333334,388.06,,
98715,P 215.294,,,,,,,,,,,,
98715,P 255.491,,,,,,,,,,,,
98715,Pb 220.353,-0.11333333333333329,2.399694424991093,,,-1.22,2.64,,,-0.11333333333333329,-1.76,,
98715,Pb 266.315,,,,,,,,,,,,
98715,Pb 363.957,,,,,,,,,,,,
98715,Sb 206.834,5.123333333333333,4.507819132721868,,,3.34,10.25,,,5.123333333333333,1.78,,
98715,Si 251.611,215.19333333333336,37.42800333083951,,,218.07,176.41,,,215.19333333333336,251.1,,
98715,Sn 189.925,7.016666666666667,2.792298933376105,,,6.61,4.45,,,7.016666666666667,9.99,,
